PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
CwcUA,r1Q2b1r/pp1pkppp/3Bp3/3n4/3PP3/5N2/P4PPP/qN2KB1R b K - 1 10,e7d6 c8c5,1695,83,87,1327,mate mateIn1 middlegame oneMove,https://lichess.org/JZGyHTuM/black#20,Indian_Defense Indian_Defense_London_System
OPwxm,2r2r2/pp2npkp/3p1np1/3Pp3/q3P1PP/5P2/PP1Q4/1K1R1BNR w - - 0 17,h4h5 f6e4 f3e4 a4e4 d2d3 e4h1,1631,79,94,2800,advantage fork long middlegame,https://lichess.org/kyuoCs2w#33,Saragossa_Opening Saragossa_Opening_Other_variations
iEQyI,2r5/R7/5k2/3p4/5PK1/2p1P3/8/8 w - - 0 42,a7a1 c3c2 a1c1 c8c3,2068,77,91,1321,advancedPawn clearance crushing endgame rookEndgame short,https://lichess.org/kmrcPrUK#83,
i5OmC,r6k/6pp/4P3/3p1QPq/3P1B2/2P2bP1/p1B5/R5K1 w - - 1 33,e6e7 h5h1 g1f2 h1g2 f2e1 g2e2,1388,81,93,4697,exposedKing long mate mateIn3 middlegame,https://lichess.org/9bMKUEql#65,
CMeDn,4r1k1/p1p2pp1/1p3qnp/3Pr3/2P1B3/4BPK1/PPQ1N2R/6R1 w - - 5 27,g3f2 e5e4 c2e4 e8e4,1139,77,82,85,advantage middlegame pin short,https://lichess.org/G1NwpL77#53,
kmCtN,r1b1r1k1/4npb1/p2p3Q/1ppP4/1q6/1PNB1N2/P4K2/6RR b - - 0 29,b4c3 h6h8,1677,87,64,247,mate mateIn1 middlegame oneMove pin,https://lichess.org/6s4iNcAW/black#58,
B4nBJ,8/3k1NP1/5K2/8/2b5/1p6/8/8 b - - 1 54,b3b2 g7g8q b2b1q g8d8 d7c6 d8c8,2444,79,85,85,advancedPawn crushing endgame exposedKing long promotion,https://lichess.org/S6zj4nRN/black#108,
XVSqA,r6k/1pb1q1pp/p4r2/3P4/1PN1p3/PQ3pP1/5P1P/3RR1K1 w - - 0 27,a3a4 e7d7 e1e4 d7h3 b3f3 f6f3,2088,76,92,1433,advantage long middlegame,https://lichess.org/8AVjYG68#53,
aniH7,8/4Rp1r/5p2/8/P4k2/3K4/8/8 b - - 1 57,h7h4 e7e4 f4g5 e4h4,1269,75,89,900,crushing endgame master rookEndgame short,https://lichess.org/no7SJm2D/black#114,
ehzSv,2r4k/p3p1P1/3p3p/3q4/1R1bN3/6P1/4Q2P/7K b - - 0 34,h8g7 e2g4 g7h7 b4d4,1953,79,91,503,advantage endgame fork master short,https://lichess.org/xWht4MbM/black#68,
1A8Jw,r3rk2/1bp4Q/p2p1qpR/2nPp3/4P3/8/PpP1BP2/1K1R2N1 b - - 2 21,c5e4 h6g6 e4c3 b1b2 f6g6 h7g6,1361,81,93,1040,crushing long middlegame,https://lichess.org/R5KBiiMq/black#42,
kZizd,3Q4/p4Npk/7p/1p1p1b2/3P4/4P2P/P1q3PK/8 b - - 0 31,f5e4 d8h8 h7g6 f7e5 g6h5 h8g7,2081,84,80,79,crushing deflection endgame long,https://lichess.org/ATAlOcOg/black#62,
toSoa,8/8/8/p7/P7/1RPr1kpK/8/8 w - - 4 45,b3b5 g3g2 b5g5 f3f4,2372,92,90,1449,advancedPawn crushing discoveredAttack discoveredCheck endgame rookEndgame short,https://lichess.org/Qih5nDob#89,
BLB7c,r1q2rk1/pp2p1bp/6p1/3N4/4n1b1/1P3BP1/PB3P1P/R2Q1RK1 b - - 0 15,g4f3 d5e7 g8h8 b2g7 h8g7 d1d4 e4f6 e7c8,1895,74,97,2111,advantage attraction fork opening veryLong,https://lichess.org/BjpxHxmq/black#30,Sicilian_Defense Sicilian_Defense_Alapin_Variation
jHD6J,2Q3k1/p4r1p/3b4/5p2/1r1Bp3/7P/P5K1/8 b - - 3 38,f7f8 c8e6 f8f7 e6d6 b4d4 d6d4,1293,76,93,842,advantage endgame fork long,https://lichess.org/QZp6pZyH/black#76,
5YVJU,8/4pk2/8/1Q4P1/p1P1p2p/P4q2/1P2K2P/8 w - - 1 58,e2e1 f3h1 e1f2 h1h2,2214,78,80,216,advantage endgame queenEndgame short,https://lichess.org/5IphZGyq#115,
rRkMc,2b1k1r1/2q2p1p/p1R2Q2/5n2/4PR2/3P4/Pr4PP/7K b - - 0 24,g8g6 f6h8 e8d7 c6c7,1347,75,97,13736,crushing fork middlegame short,https://lichess.org/Kygb5jLG/black#48,
9rjED,r4r2/1p4qk/3p2pn/2p5/2Q1BPP1/2P5/Pp6/1K5R b - - 0 30,f8f7 g4g5 f7f4 h1h6 g7h6 g5h6,1683,74,98,1382,advantage long middlegame,https://lichess.org/rbGHm9Jf/black#60,
xyolR,4rr1k/1p4p1/pP5p/2P5/1PB5/R2KN2P/5p2/8 w - - 0 47,e3f1 f8f3 d3c2 f3a3,1655,77,96,22308,crushing endgame short skewer,https://lichess.org/jXV5pfXh#93,
sGCpg,4r1k1/2P5/4Pq1p/1p4pP/8/2P1Q3/5P2/5K2 b - - 0 44,g8f8 e3c5 f8g7 c7c8q e8c8 c5c8,1478,78,95,23261,advancedPawn advantage endgame long promotion,https://lichess.org/KM5a0wK7/black#88,
t7gpg,r4k1r/ppp2ppp/1q1p4/2bP1bN1/4N3/5Q2/PP1BBnPP/R3K2R b KQ - 1 16,f5e4 f3f7,1345,96,50,27,mate mateIn1 middlegame oneMove,https://lichess.org/rN97XDAC/black#32,Nimzowitsch_Defense Nimzowitsch_Defense_Kennedy_Variation
wO3gK,5k2/2q2p2/2p1p1p1/p1P3P1/P1Pr1P1Q/8/7R/6K1 b - - 3 37,d4c4 h4h8 f8e7 h8f6,971,90,95,1523,crushing endgame short,https://lichess.org/fQsoimvJ/black#74,
fgSDk,2k4r/Bpp2pp1/2n3qp/4p3/Q3P3/2P3PP/P3r1BK/1R6 b - - 0 20,g6e4 a4e4 e2e4 g2e4 c6a7 b1b7,1900,80,91,857,advantage long middlegame,https://lichess.org/fk7ng4zy/black#40,
NGcET,r4r2/p2bQp1k/1p2p1pp/3p1q1n/8/2N3RP/PPPB1P2/2K3R1 b - - 6 25,d7c6 g3g6 f5g6 g1g6,1174,75,99,966,advantage middlegame pin short,https://lichess.org/IEs88trv/black#50,
2dxKC,5k2/R7/5K2/4pP2/8/5r2/8/8 b - - 3 45,e5e4 a7a8,828,87,95,127,endgame mate mateIn1 oneMove rookEndgame,https://lichess.org/MAQ5tAYT/black#90,
Zm0Uy,1nkr2nr/1ppbq3/p2P3p/P4p2/2B2P2/2P1BQ2/6PP/RR4K1 b - - 0 18,e7d6 f3b7,458,88,100,199,mate mateIn1 middlegame oneMove queensideAttack,https://lichess.org/jt1wv8Qi/black#36,Queens_Gambit_Accepted Queens_Gambit_Accepted_Other_variations
wg7A0,2r2r1k/6pp/8/p1N5/1p1P2q1/8/1PQ4R/R6K b - - 3 32,g4d4 c2h7,831,86,91,300,mate mateIn1 middlegame oneMove,https://lichess.org/tBuSNe6k/black#64,
9XcDN,8/7p/8/4kp2/4p3/5p1B/4K2P/8 w - - 0 46,e2f2 e5f4 h3f1 e4e3 f2e1 e3e2 f1e2 f3e2,2007,78,63,64,advancedPawn bishopEndgame crushing endgame exposedKing veryLong,https://lichess.org/BH1I7CuN#91,
1mB9W,r1b1r3/5Rk1/2pb3p/1p2N1p1/p4pP1/2PB3P/PP4K1/4R3 b - - 9 32,g7g8 d3h7 g8h8 e5g6,1037,76,100,350,kingsideAttack mate mateIn2 middlegame short,https://lichess.org/FA3qFZJ4/black#64,
RxDFZ,5Bk1/5npp/p1p1Q3/2ppb3/8/2q4P/P1P2PP1/4R1K1 w - - 1 30,e1e3 c3a1 e3e1 a1e1,1128,76,85,196,endgame mate mateIn2 short,https://lichess.org/0b94ZNhm#59,
sd9lQ,r5k1/r1q2ppp/2pb1n2/Np1pp3/1P1P4/P1N1P2P/1Q3PP1/2R2RK1 b - - 1 20,e5d4 c3b5 d6h2 g1h1 c6b5 c1c7,1699,84,53,30,advantage long middlegame,https://lichess.org/XRC5b7NY/black#40,
m0dgo,5r2/3R1p1k/3Qp1pp/5r2/1P6/7P/5qP1/3R3K b - - 1 46,f2e2 d6f8 f5f1 d1f1,1423,76,94,950,advantage endgame hangingPiece pin short,https://lichess.org/NaNbjqMc/black#92,
a5se7,2k5/3p1p2/1K1b1N2/5b2/8/2p1B3/r4P2/6R1 b - - 0 37,c3c2 g1g8 d6f8 g8f8,1408,77,83,301,endgame mate mateIn2 short,https://lichess.org/SsySUPTD/black#74,
QTsun,3r1k2/5ppp/p1q5/1prpPp2/1Q1R1P2/1P4P1/P6P/3R2K1 w - - 1 32,d4d5 d8d5 d1d5 c6d5 b4c5 d5c5,899,76,100,452,crushing endgame long,https://lichess.org/fZh5bklr#63,
DwFT8,1r4rk/3q2pp/3p1p2/2pPpP1Q/4P1R1/1B5P/6P1/R5K1 b - - 0 31,b8b3 h5h7 h8h7 g4h4,1255,75,100,458,attraction endgame mate mateIn2 sacrifice short,https://lichess.org/M1saYxtw/black#62,
28Pme,6nk/1b3rp1/2p4p/ppqpP3/7Q/P1N4P/BPP3P1/4R2K b - - 1 28,g8e7 c3e4 c5d4 e5e6 f7f6 c2c3 d4e4 e1e4,2568,113,90,2059,crushing middlegame veryLong,https://lichess.org/5y9yWXGc/black#56,
9FJLH,1k1r4/ppp2pBp/7r/3q1B2/6p1/1P1Pb1P1/P1R1P2P/3Q1R1K w - - 12 25,f5e4 h6h2 h1h2 d5h5 h2g2 h5h3,1197,76,95,7542,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/TjZE9X1Z#49,
PGI39,8/1p6/kP3n2/P4b1p/8/6P1/3B1K2/4R3 w - - 11 46,e1e5 f6g4 f2f3 g4e5 f3f4 e5c4,1556,74,92,174,crushing endgame fork long,https://lichess.org/VnxWkaXY#91,
AdW9k,8/5B2/2Q2p2/p4q2/kp2n3/6P1/P1P2PKP/4r3 b - - 0 45,f5b5 f7b3 a4a3 c6b5,1407,97,55,36,crushing deflection endgame short,https://lichess.org/DaQUYQHF/black#90,
sYoe8,3r2k1/5pp1/7p/8/R7/P2p3P/1P1Q2PK/5q2 w - - 1 29,a4f4 f1f4 d2f4 d3d2,1025,77,100,301,advancedPawn crushing endgame sacrifice short,https://lichess.org/x6eX83R1#57,
87uds,3r4/1b4pk/p4nNp/1pP5/8/P6P/2Bp1PP1/3R2K1 b - - 3 32,h7g8 c5c6 b7c6 g6e7 g8f8 e7c6,2172,76,85,212,advantage endgame fork long,https://lichess.org/o0gGbHT1/black#64,
GcCNs,r4bk1/4qp1p/6p1/p1Rp4/Pp1p2Q1/1B2P2P/1P3PP1/6K1 w - - 0 26,g4d4 e7c5 d4c5 f8c5,982,103,74,344,crushing endgame short,https://lichess.org/8WONOezx#51,
NumVK,rn4k1/p2bRppp/2p2p2/1p6/3P4/1BP2N2/PP1K2PP/8 b - - 1 17,d7e6 e7e8,532,85,100,180,backRankMate endgame mate mateIn1 oneMove,https://lichess.org/e3ebWTEM/black#34,Caro-Kann_Defense Caro-Kann_Defense_Forgacs_Variation
BK8oE,8/ppK5/8/8/8/8/Pk6/8 w - - 0 48,c7b7 a7a5 b7a6 a5a4 a6a5 a4a3 a5b4 b2a2 b4c3 a2b1,1177,76,100,3353,crushing endgame pawnEndgame quietMove veryLong,https://lichess.org/y2nJrS2u#95,
oknpL,4r3/4b3/R7/P4Kpk/4p3/4P3/r4PP1/8 b - - 1 42,e7d8 g2g4 h5h4 a6h6,970,79,95,2475,endgame mate mateIn2 short,https://lichess.org/Zpf68Kux/black#84,
Dq49M,4r2k/5K1p/p1p3p1/2P5/8/8/P4p2/1R6 b - - 1 42,e8e1 b1b8 e1e8 b8e8,922,77,99,3693,endgame mate mateIn2 rookEndgame short,https://lichess.org/kPbnQ9ZC/black#84,
EvXTt,2kq4/ppp2p2/2n5/4QP2/3pP3/1P6/PB2r3/R5RK w - - 1 30,e5g3 d8h8 g3h2 e2h2,1030,78,95,1879,mate mateIn2 middlegame short,https://lichess.org/5iw1u2Dw#59,
bEwoC,r5k1/pp4pb/2p2r2/3p4/4p2Q/2N1q3/PPP2N1P/3R1RK1 w - - 2 23,h4g3 f6g6 g3g6 h7g6,1374,123,88,28,crushing middlegame pin short,https://lichess.org/RdS3x5Zr#45,
TUwPv,r3q1k1/pb3p1p/1p3bpB/3B3P/1n1P4/P2Q1N2/1P3PP1/R5K1 w - - 1 20,h5g6 b4d3 g6f7 e8f7 d5f7 g8f7,1550,79,90,1823,advantage hangingPiece long middlegame,https://lichess.org/UNFiRgY6#39,
q8QBH,3k4/3P2Q1/p7/1p6/2p2q2/2P4P/PP4P1/7K w - - 1 35,g7d4 f4d4 c3d4 b5b4,1912,75,92,4096,crushing defensiveMove endgame queenEndgame short,https://lichess.org/VCfTKL9e#69,
mJO7b,4k3/pQ6/4p2r/3pn2p/4q1pP/P7/1P6/K4R2 b - - 0 30,e5f3 f1c1 e4c4 c1c4 d5c4 b7g7,2134,128,86,16,crushing endgame long quietMove,https://lichess.org/k2sRy6Ko/black#60,
fbvAF,1r6/p1p1kppp/8/1Nb1P3/2P5/8/P2P1rbP/R1B3RK w - - 0 23,g1g2 f2f1 g2g1 f1g1,1073,82,88,364,mate mateIn2 middlegame operaMate short,https://lichess.org/GAiRuQg1#45,
WfMFE,5r1k/6bp/8/P7/2q1pp2/1R5P/5BP1/3Q2K1 w - - 0 41,b3a3 e4e3 a3e3 f4e3,1195,75,88,307,advantage endgame short,https://lichess.org/s1QemxWV#81,
9rZ2M,4k2r/2q2pp1/2b1p2p/1pQnP3/2pP3B/5N2/5PPP/R5K1 b k - 5 23,c4c3 a1a7 c6b7 c5b5 c7c6 a7b7 c6b5 b7b5,2549,90,77,62,advantage master middlegame veryLong,https://lichess.org/put0UJjP/black#46,
cS3sM,8/pp6/7N/8/8/1P3Kpk/P1P4p/7R w - - 2 57,h6f5 g3g2 h1h2 h3h2 f5e3 g2g1q,666,94,53,101,advancedPawn crushing endgame long promotion,https://lichess.org/wWlyjaaw#113,
jONOG,8/3r4/8/2K5/8/8/5k2/4R3 w - - 11 65,e1c1 d7c7 c5d5 c7c1,976,77,99,762,crushing endgame rookEndgame short skewer,https://lichess.org/gWgSbi5x#129,
OKBek,3r2k1/ppp1q1pp/5p2/8/2P5/1P1r1P2/P4NPP/2B1R2K w - - 0 33,e1e7 d3d1 f2d1 d8d1 e7e1 d1e1,580,90,77,269,backRankMate endgame fork long mate mateIn3 sacrifice,https://lichess.org/FzXLbg2z#65,
RqIYN,1k1r4/p5b1/3p1N1p/3N1q2/5P2/2R5/PP4PP/2R3K1 b - - 4 25,g7f6 c3b3 b8a8 d5c7,1430,75,94,24231,endgame mate mateIn2 short,https://lichess.org/1F0yCzUW/black#50,
irq2v,r2r4/2p5/q4k1p/pbpPp1pP/1pN1PpP1/1Q3P2/PP5R/1KR5 b - - 3 33,d8d7 a2a4 b5c4 c1c4,2704,98,86,331,advantage middlegame short,https://lichess.org/ylXk9wS9/black#66,
YiIzX,8/8/1kp5/1p1p1p1p/1K1P1P1P/P1P5/8/8 w - - 3 41,a3a4 b5a4 c3c4 d5c4,1907,77,91,1098,crushing endgame pawnEndgame short,https://lichess.org/dH1LMBjC#81,
LaT6w,8/4kP2/8/4PK2/2P5/7n/8/8 b - - 2 46,h3f2 f5g6 e7f8 e5e6 f2e4 e6e7 f8e7 g6g7,2105,85,85,34,advancedPawn crushing defensiveMove endgame exposedKing knightEndgame veryLong,https://lichess.org/JLU5g9UV/black#92,
HPdhO,r1r3k1/1p1bppbp/1q4p1/p2P4/3NP3/P2Q4/1PP1B1PP/1K1R3R w - - 1 20,d3b3 g7d4 b3b6 d4b6,1591,83,83,40,crushing middlegame short,https://lichess.org/tcbVm4d0#39,
kvfv6,8/2k2ppp/R1n1p3/8/2N5/1P3r2/P4P1P/6K1 b - - 0 36,g7g5 a6c6 c7c6 c4e5 c6d5 e5f3,1410,76,79,123,attraction crushing endgame exposedKing fork long sacrifice,https://lichess.org/jj2srPNJ/black#72,
lBpbR,5rk1/5ppp/4r3/p1BRQ3/Pbq5/8/1P3PPP/R5K1 w - - 1 24,e5f5 g7g6 f5d3 c4d3 d5d3 b4c5,2365,77,76,82,advantage long middlegame,https://lichess.org/8PFX5Cyf#47,
Hgo8W,4Q3/5ppk/6qp/3BP3/3P4/8/Pr1n1PP1/5RK1 b - - 5 37,d2f1 d5f7 g6f7 e8f7,1159,76,90,557,crushing endgame short,https://lichess.org/XmOqdNj6/black#74,
O1NQm,8/8/3b1p1k/4q2P/6Q1/8/2p2RK1/8 w - - 0 53,f2c2 e5h2 g2f3 h2c2,1341,79,94,1713,crushing endgame short skewer,https://lichess.org/jcUlZ5h4#105,
vRvPv,6k1/1p6/p1p5/2P1p3/1P3pPb/P1q5/4B1P1/3Q1K2 w - - 2 36,d1d3 c3e1,1408,75,94,11189,endgame master mate mateIn1 oneMove,https://lichess.org/qlwzDeL4#71,
KrGka,r4rk1/pppq1ppp/2n5/6N1/3PR3/2P4P/P4PP1/RQ4K1 b - - 0 18,h7h6 e4e7 h6g5 e7d7,1545,74,59,646,crushing master masterVsMaster middlegame short superGM,https://lichess.org/VKbn3GTC/black#36,Alekhine_Defense Alekhine_Defense_Modern_Variation
85AHg,3r2rk/5p1p/pn2pPpQ/1p3q2/2p2R2/2P5/PPB3PP/R1B2K2 b - - 2 27,f5c2 h6h7 h8h7 f4h4,1488,75,84,2258,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/MM9kCEi3/black#54,
93gCo,1rbq1rk1/3nbppp/p3P3/2pQ4/5P2/4B3/PPP3PP/2KR1B1R b - - 0 15,d7f6 e6f7 g8h8 d5d8 e7d8 e3c5,1825,79,88,122,advancedPawn advantage long middlegame pin,https://lichess.org/VCX0z0rY/black#30,Sicilian_Defense Sicilian_Defense_Taimanov_Variation
wgncT,r4qk1/p2R2pp/2p2p2/1p2p3/n1P3Q1/2nR4/P4PPP/6K1 b - - 4 29,a7a6 d3g3 c3e2 g4e2,2313,91,86,280,advantage middlegame short,https://lichess.org/Uhnvk6YK/black#58,
uMAZO,4k1b1/p3P3/1p4KP/2p5/8/B1P5/8/8 b - - 2 43,e8e7 g6g7 g8h7 g7h7,1645,75,85,518,bishopEndgame crushing endgame short,https://lichess.org/UiL7vtC3/black#86,
kiJA3,2B5/1p6/5k2/P4P2/1P1pp3/6p1/4K3/8 w - - 0 44,c8b7 d4d3 e2d2 g3g2 b7e4 g2g1q,1632,125,75,20,advancedPawn bishopEndgame crushing endgame long promotion,https://lichess.org/PGBIP5Xp#87,
iIQgd,r1b1k1nr/p1pp1ppp/1p6/2b1P3/4P3/3K4/PPPP1qPP/RNBQ1BNR w kq - 3 8,d1e2 f2d4,1281,88,92,583,mate mateIn1 oneMove opening,https://lichess.org/NoetXK23#15,Kings_Gambit_Declined Kings_Gambit_Declined_Queens_Knight_Defense
uNLrm,5n2/1p6/p1p1k3/P1PpP3/3P2K1/1P4P1/5P2/8 b - - 0 43,f8g6 g4g5 g6e5 d4e5 e6e5 f2f4,2225,88,91,955,attraction crushing endgame knightEndgame long master,https://lichess.org/bK1xzC6k/black#86,
C4B2N,1k3b1r/ppp1q1pp/2n5/4pQ2/6B1/2N5/PPP2PPP/2KR4 b - - 3 18,g7g6 f5c8,939,78,91,469,mate mateIn1 middlegame oneMove,https://lichess.org/bCKSSLeK/black#36,Scandinavian_Defense Scandinavian_Defense_Mieses-Kotroc_Variation
ESYmw,r1bnk2r/ppR1bpp1/4p2p/1P1pP3/P2P4/5N2/3BKPPP/2R5 b kq - 1 20,g7g5 c7c8 a8c8 c1c8,1090,76,98,676,advantage middlegame short,https://lichess.org/WswCuSlE/black#40,
r9pL5,3k4/8/6p1/8/6P1/1R4KP/1p1q2B1/8 b - - 4 57,d2g2 g3g2 b2b1q b3b1,778,102,96,257,crushing endgame hangingPiece master short,https://lichess.org/SIi6wPNH/black#114,
NUdXF,8/8/5rp1/1R1pk2p/5P1P/3KP3/8/8 b - - 0 54,e5d6 b5b6 d6e7 b6f6 e7f6 d3d4 f6e6 d4c5 g6g5 f4g5,2016,83,88,40,crushing endgame rookEndgame veryLong,https://lichess.org/gLpqpTVq/black#108,
0Jpwn,2b2r1k/6pp/p3p3/1p1pP1N1/5PBP/1P4P1/P7/6K1 b - - 2 29,f8e8 g5f7 h8g8 f7d6 g8f8 d6e8,1285,75,84,836,advantage endgame long,https://lichess.org/4UCcw8jP/black#58,
bZkue,8/7p/6p1/5k2/2Rp1P2/p1p2K1P/8/8 w - - 0 53,c4d4 c3c2 d4c4 a3a2 c4c2 a2a1q,1350,75,100,1556,advancedPawn crushing endgame long promotion rookEndgame,https://lichess.org/aNRVo0lm#105,
4yVHl,8/8/8/2kp1p1p/4pP1P/1K2P1P1/3B4/7n w - - 4 57,d2e1 d5d4 e3d4 c5d4,1101,81,95,3234,crushing endgame short,https://lichess.org/kCtZvk8z#113,
hN4a4,6k1/1pQ2pp1/3p3n/3P3p/2P1qP2/PP2r1PK/1B2rR1P/5R2 w - - 3 31,c7c8 g8h7 b2g7 h7g7,1750,75,0,205,crushing middlegame short,https://lichess.org/qtV4nf5B#61,
2jG70,2k5/p1p5/1p1r3p/8/7P/P2pBq2/1P1Q1P2/2K3R1 w - - 0 31,g1g3 f3h1 d2d1 d6c6 c1d2 c6c2 d1c2 d3c2,2016,75,95,15289,advancedPawn advantage endgame pin veryLong,https://lichess.org/Qekq6ZoG#61,
OMYxA,r4rkB/ppp2p1p/6pP/4P3/3P1Q2/2KB1P2/2P5/7q b - - 0 24,g8h8 f4f6 h8g8 f6g7,990,76,100,206,endgame mate mateIn2 short,https://lichess.org/U4asnhJD/black#48,
KD8Xu,5r2/Q4pk1/2p5/4p1p1/4q3/1P3RK1/P1P2PP1/8 w - - 0 35,a7e3 e4h4,967,77,95,860,endgame mate mateIn1 oneMove,https://lichess.org/FUd4qHRa#69,
8Jlop,1kr5/p4p2/1p2pp2/8/7P/1Q6/1K1q1P2/R1R5 w - - 2 41,b2a3 c8c1 a1c1 d2c1,1698,81,93,260,advantage endgame short,https://lichess.org/5bbIsX50#81,
HqRhB,8/p4pkp/2R5/5pp1/2Q5/bP4PK/P2q3P/8 w - - 0 30,c6c7 g5g4 c4g4 f5g4,912,85,57,87,crushing endgame short,https://lichess.org/UgUOyYAw#59,
5MHfN,8/8/8/2B1p1p1/6P1/4kP2/6K1/1n6 b - - 3 46,e3f4 g2f2 e5e4 c5d6,2169,78,93,5640,endgame mate mateIn2 short,https://lichess.org/BM52zlvX/black#92,
f4ynM,4r3/ppp2pkp/2n3p1/6R1/2Qp3N/3B4/PPP2q1P/2K1r1R1 w - - 13 23,g1e1 f2e1,449,92,100,469,mate mateIn1 middlegame oneMove,https://lichess.org/WDa5cfkv#45,
UOG77,3r2k1/2p2p2/1b3qpp/p4N1r/Q3P3/2P2P2/PP4PP/R4R1K w - - 0 26,f5g3 h5h2 h1h2 f6h4,1057,86,89,85,attraction kingsideAttack mate mateIn2 middlegame sacrifice short,https://lichess.org/JL6jtKxA#51,
QCoAY,4r1k1/pBn3p1/3q3p/5b2/1P6/P3RnP1/1Q3P1P/2B3K1 w - - 0 28,e3f3 d6d1 g1g2 d1f1 g2f1 f5h3 f1g1 e8e1,2533,99,90,3125,attraction mate mateIn4 middlegame pillsburysMate sacrifice veryLong,https://lichess.org/XHRZaDd7#55,
Hf7WR,r1bqkb1r/ppp2ppp/5n2/4P3/8/2p2Q2/PPP2PPP/R3KBNR w KQkq - 0 9,e5f6 d8d2,983,77,99,2239,mate mateIn1 middlegame oneMove,https://lichess.org/WHtgNm42#17,Pirc_Defense Pirc_Defense_Other_variations
dngQK,r1b1k1nr/ppp2ppp/3b4/6B1/8/N4N2/nPP1PPPP/1K1R1B1R b kq - 1 11,d6a3 d1d8,781,107,92,1327,mate mateIn1 oneMove opening operaMate,https://lichess.org/PMM9vYoy/black#22,Englund_Gambit_Complex Englund_Gambit_Complex_Stockholm_Variation
2W8bw,rnbq1bkr/pp4pp/2p2n2/3pNB2/8/8/PPPP1PPP/RNB1K2R b KQ - 5 9,b8d7 f5e6,1394,115,22,39,mate mateIn1 oneMove opening,https://lichess.org/Si0ZHSRo/black#18,Pirc_Defense Pirc_Defense_Other_variations
YWQnD,6r1/ppR1R1pk/3p3p/5r2/1P1q4/P5Q1/6PP/7K w - - 0 32,e7g7 g8g7 c7g7 d4g7,951,85,95,538,crushing endgame short,https://lichess.org/fKjl9jmj#63,
p9u7e,1n5k/6pp/p2q4/1p6/7n/1B1PBr2/1PPQ1P1P/6RK w - - 4 24,g1g3 d6c6 d2c3 f3e3,2303,97,82,58,advantage discoveredAttack discoveredCheck middlegame short,https://lichess.org/EWXKVocm#47,
CTEmn,r2q1rk1/pb2bppp/1pn1pn2/2p3N1/2B1NP1Q/3PB3/PPP3PP/R4RK1 b - - 5 13,f6e4 h4h7,592,103,95,515,kingsideAttack mate mateIn1 middlegame oneMove,https://lichess.org/E0EE0oM2/black#26,Sicilian_Defense Sicilian_Defense_McDonnell_Attack
SJkJV,3n4/2RQ2pk/4r2p/5p2/3P1Pq1/4P1P1/3B3P/6K1 w - - 6 43,d7d8 g4d1 g1g2 d1e2,2607,83,81,71,crushing endgame fork master short,https://lichess.org/f8fwEzN9#85,
iKanY,8/r1p1r3/pp5R/2nR1kp1/2P5/6P1/PP3P1P/6K1 b - - 8 29,e7e5 g3g4 f5g4 d5e5,1246,77,90,2355,crushing deflection endgame short,https://lichess.org/eJxUWhJ0/black#58,
v76M3,5rk1/5p1p/4pPpQ/p7/4q1B1/8/PPr4P/R1B2R1K w - - 2 28,f1f3 e4e1 f3f1 e1f1,735,83,93,190,mate mateIn2 middlegame short,https://lichess.org/CCDtUpck#55,
xSsyq,r3k1nr/ppp2p2/2np4/7p/2BPPbq1/5Q2/PPP1N1P1/R4RK1 w kq - 0 14,f3g4 f4e3 g1h2 h5g4,1549,76,92,2161,crushing discoveredAttack discoveredCheck intermezzo kingsideAttack master middlegame short,https://lichess.org/o5rs76ZR#27,Kings_Gambit_Accepted Kings_Gambit_Accepted_Fischer_Defense
UDfzp,r1b2rk1/p1pnqppp/2p5/3pP3/1b6/2N5/PPPBBPPP/R2Q1RK1 w - - 5 11,c3d5 c6d5 d2b4 e7b4,1464,75,81,139,advantage hangingPiece opening short,https://lichess.org/fimegSmG#21,Scotch_Game Scotch_Game_Schmidt_Variation
EvdRg,8/5k2/6RK/2p5/2r3p1/P4P2/6P1/8 w - - 0 40,g6g4 c4g4 f3g4 c5c4,918,115,92,726,crushing defensiveMove endgame master rookEndgame short,https://lichess.org/pOhBZmif#79,
ZzAQx,7b/1b6/p5k1/4BR2/2P5/3r2NP/P6K/8 b - - 0 40,d3g3 h2g3 g6f5 e5h8,2026,76,90,1926,advantage endgame short,https://lichess.org/R5GsWedP/black#80,
AobUC,r2qk1nr/pp1bppbp/6p1/3p4/2BP4/P3B3/1PP2PPP/R2QK1NR w KQkq - 0 10,c4d5 d8a5 d1d2 a5d5,1052,74,95,2041,crushing fork master masterVsMaster opening short,https://lichess.org/GQWW2yoL#19,Modern_Defense Modern_Defense_Other_variations
iBAda,1k5r/pp2qp2/2n4r/2pB4/P2P2p1/4P1P1/1P1Q1P2/R1R2K2 w - - 2 23,c1c5 h6h1 f1e2 h1a1,1091,80,92,224,advantage middlegame short skewer,https://lichess.org/cxj9364e#45,
